Company,Role,Job Title,Country,Gender,Qualification,Work Type,Experience,Salary ($),Job Portal,Company Value ($M),Latitude,Posting Date
"Byrd, Randall and Crosby",Data Scientist,Aerospace Engineer,France,Male,B.Tech,Full time,1.0,16790.18,Monster,3.48,51.174083616024376,2023-04-28
Leonard-Smith,Data Engineer,Data Scientist,Australia,Female,B.Tech,Part time,5.9,14988.84,Naukri,2.35,-66.90707543854938,2023-11-24
Bates-Juarez,UX Designer,Art Teacher,UK,Male,B.Tech,Full time,7.2,8447.1,LinkedIn,3.49,-26.85430197714004,2023-11-02
"Galvan, Evans and Riddle",Account Director,Aerospace Engineer,France,Female,B.Tech,Full time,3.6,19780.06,Indeed,9.49,51.174083616024376,2023-12-14
Thomas-Johnson,Cloud Architect,Account Director,Germany,Female,M.Tech,Contract,3.0,15280.77,Monster,7.67,-56.96839776870654,2023-04-09
"Anderson, Wong and Hall",Data Scientist,Data Scientist,UK,Female,B.Tech,Part time,7.9,15202.53,LinkedIn,1.04,-26.85430197714004,2023-06-05
"Mullen, Hall and Torres",Cloud Architect,Art Teacher,France,Male,B.Tech,Contract,1.8,6636.18,LinkedIn,8.38,51.174083616024376,2023-02-12
"Anderson, Wong and Hall",Data Engineer,Account Director,Brazil,Male,PhD,Part time,5.3,8646.18,Indeed,5.7,59.97537301382212,2023-08-13
White Group,Cloud Architect,Data Scientist,UK,Male,B.Tech,Contract,6.2,19255.55,Naukri,3.06,-26.85430197714004,2023-12-14
"Zimmerman, Ellis and Smith",Account Director,Data Scientist,France,Male,PhD,Contract,5.5,14581.58,Monster,4.35,51.174083616024376,2023-06-14
Crawford-Morrison,Cloud Architect,Art Teacher,UK,Male,B.Tech,Full time,7.5,13875.34,Naukri,4.06,-26.85430197714004,2023-02-03
"Terry, Garcia and Rogers",Data Scientist,Art Teacher,India,Female,M.Tech,Contract,0.5,12113.35,Indeed,4.87,-3.9308056415674457,2023-07-19
"Bradley, Hernandez and Hancock",Data Scientist,Data Scientist,India,Female,M.Tech,Intern,6.5,13273.37,Indeed,7.37,-3.9308056415674457,2023-08-12
Bates-Juarez,UX Designer,Art Teacher,Brazil,Male,M.Tech,Contract,2.9,15436.07,Naukri,1.85,59.97537301382212,2023-04-28
"Anderson, Wong and Hall",Art Teacher,Art Teacher,France,Male,B.Tech,Intern,6.6,8795.27,Indeed,5.89,51.174083616024376,2023-11-06
"Anderson, Wong and Hall",Account Director,Account Director,USA,Male,B.Tech,Part time,8.0,5376.77,LinkedIn,2.25,66.92586787149776,2023-10-09
Nelson LLC,Data Engineer,Account Director,USA,Female,B.Tech,Contract,4.3,6173.74,Monster,5.19,66.92586787149776,2023-02-16
Anderson-Evans,Data Scientist,Art Teacher,Australia,Female,PhD,Contract,0.8,5274.35,Monster,6.24,-66.90707543854938,2023-11-21
"Anderson, Wong and Hall",Cloud Architect,Aerospace Engineer,Australia,Female,B.Tech,Full time,6.4,11961.98,Indeed,7.21,-66.90707543854938,2023-11-07
Thomas-Johnson,Aerospace Engineer,Art Teacher,Australia,Female,M.Tech,Intern,4.8,7055.53,Naukri,8.0,-66.90707543854938,2023-09-16
"Hernandez, Henry and Roberts",Cloud Architect,Account Director,Brazil,Male,PhD,Intern,6.8,19653.66,Indeed,4.96,59.97537301382212,2023-11-27
White Group,Art Teacher,Art Teacher,Brazil,Female,B.Tech,Part time,0.1,16966.05,Naukri,9.59,59.97537301382212,2023-11-11
"Nguyen, Mccormick and Ortiz",Data Engineer,Aerospace Engineer,USA,Male,M.Tech,Part time,4.6,10462.64,Naukri,8.99,66.92586787149776,2023-04-30
"Hernandez, Henry and Roberts",Aerospace Engineer,Data Scientist,USA,Male,B.Tech,Full time,0.3,18359.69,LinkedIn,9.7,66.92586787149776,2023-09-05
Graham Ltd,UX Designer,Account Director,India,Female,B.Tech,Full time,8.0,10619.66,LinkedIn,8.34,-3.9308056415674457,2023-07-25
White Group,Aerospace Engineer,Data Scientist,France,Female,B.Tech,Full time,2.7,19559.74,Monster,3.04,51.174083616024376,2023-09-18
Thomas-Johnson,Data Scientist,Data Scientist,USA,Male,M.Tech,Intern,1.5,15174.23,Indeed,6.82,66.92586787149776,2023-01-17
"Alvarado, Mcbride and Valenzuela",Data Engineer,Aerospace Engineer,Australia,Male,B.Tech,Full time,0.6,17051.51,Monster,9.86,-66.90707543854938,2023-10-13
"Hutchinson, Snyder and Bennett",Aerospace Engineer,Art Teacher,Germany,Male,B.Tech,Part time,5.9,13844.68,Monster,8.5,-56.96839776870654,2023-08-25
"Bradley, Hernandez and Hancock",UX Designer,Account Director,USA,Female,M.Tech,Part time,4.4,7321.7,LinkedIn,7.28,66.92586787149776,2023-07-03
Mccann Group,Art Teacher,Aerospace Engineer,France,Female,MBA,Intern,0.2,6111.45,Indeed,1.02,51.174083616024376,2023-12-02
Williams-Lopez,Account Director,Aerospace Engineer,Brazil,Male,B.Tech,Part time,4.6,17658.52,Monster,3.21,59.97537301382212,2023-09-28
"Anderson, Wong and Hall",Art Teacher,Account Director,France,Female,B.Tech,Part time,6.3,9465.11,Monster,8.03,51.174083616024376,2023-11-14
"Byrd, Randall and Crosby",Cloud Architect,Art Teacher,USA,Female,B.Tech,Full time,1.1,6566.13,Monster,1.1,66.92586787149776,2023-04-17
Bates-Juarez,Aerospace Engineer,Data Scientist,UK,Male,B.Tech,Part time,9.1,9664.64,Indeed,8.31,-26.85430197714004,2023-11-10
"Hernandez, Henry and Roberts",Account Director,Art Teacher,France,Female,B.Tech,Contract,5.3,6569.27,Indeed,9.97,51.174083616024376,2023-10-26
White Group,Art Teacher,Data Scientist,Australia,Female,MBA,Part time,8.3,7551.78,Monster,3.95,-66.90707543854938,2023-08-21
"Galvan, Evans and Riddle",Cloud Architect,Aerospace Engineer,Brazil,Male,B.Tech,Full time,3.9,19455.0,Indeed,8.12,59.97537301382212,2023-08-21
"Cabrera, Lee and Caldwell",Account Director,Aerospace Engineer,India,Male,B.Tech,Full time,1.4,14599.16,Naukri,4.74,-3.9308056415674457,2023-07-05
"Humphrey, Nash and Lee",Cloud Architect,Account Director,France,Female,M.Tech,Intern,2.3,16348.6,Naukri,8.64,51.174083616024376,2023-03-07
Crawford-Morrison,UX Designer,Account Director,Germany,Male,B.Tech,Full time,5.7,17622.77,Monster,6.55,-56.96839776870654,2023-11-17
"Hartman, Jones and Pace",Cloud Architect,Data Scientist,UK,Male,B.Tech,Intern,1.3,8046.69,LinkedIn,1.76,-26.85430197714004,2023-11-20
"Anderson, Wong and Hall",Data Scientist,Art Teacher,India,Male,M.Tech,Part time,7.4,10168.98,Naukri,9.05,-3.9308056415674457,2023-12-21
"Hernandez, Henry and Roberts",Art Teacher,Aerospace Engineer,France,Female,B.Tech,Full time,1.5,9181.71,Monster,4.22,51.174083616024376,2023-01-01
"Humphrey, Nash and Lee",UX Designer,Data Scientist,USA,Female,B.Tech,Part time,2.8,8804.94,LinkedIn,2.37,66.92586787149776,2023-03-03
Crawford-Morrison,Aerospace Engineer,Art Teacher,Australia,Female,M.Tech,Full time,6.7,13390.16,Indeed,5.32,-66.90707543854938,2023-11-07
Thomas-Johnson,Aerospace Engineer,Account Director,France,Female,B.Tech,Contract,7.9,11365.72,Naukri,3.08,51.174083616024376,2023-06-29
"Pittman, Gutierrez and Munoz",Account Director,Art Teacher,Australia,Male,B.Tech,Intern,9.8,18659.35,Naukri,6.35,-66.90707543854938,2023-09-25
"Mullen, Hall and Torres",UX Designer,Data Scientist,USA,Male,B.Tech,Full time,6.3,6931.75,Monster,3.14,66.92586787149776,2023-11-03
Bates-Juarez,Account Director,Art Teacher,France,Female,M.Tech,Part time,3.8,10424.03,Naukri,6.62,51.174083616024376,2023-09-05
Crawford-Morrison,Art Teacher,Aerospace Engineer,Germany,Male,B.Tech,Full time,7.7,15079.6,Indeed,1.89,-56.96839776870654,2023-11-17
Hayes-Miller,Aerospace Engineer,Data Scientist,Germany,Male,PhD,Part time,0.9,8087.35,LinkedIn,6.66,-56.96839776870654,2023-01-28
"Mullen, Hall and Torres",Data Scientist,Art Teacher,India,Male,B.Tech,Contract,5.5,14288.97,LinkedIn,0.79,-3.9308056415674457,2023-06-09
Graham Ltd,Aerospace Engineer,Art Teacher,India,Male,M.Tech,Part time,0.0,11488.74,Indeed,4.61,-3.9308056415674457,2023-03-26
"Wallace, Hughes and Haynes",Account Director,Aerospace Engineer,India,Female,PhD,Contract,4.6,13811.33,LinkedIn,0.94,-3.9308056415674457,2023-10-29
"Humphrey, Nash and Lee",Aerospace Engineer,Data Scientist,Brazil,Male,B.Tech,Contract,0.2,16989.79,Naukri,2.9,59.97537301382212,2023-10-23
White Group,Data Scientist,Aerospace Engineer,France,Male,M.Tech,Full time,4.0,11709.1,Indeed,1.43,51.174083616024376,2023-02-28
"Hutchinson, Snyder and Bennett",Aerospace Engineer,Aerospace Engineer,France,Female,B.Tech,Full time,5.2,16509.44,LinkedIn,6.67,51.174083616024376,2023-03-08
"Hernandez, Henry and Roberts",Aerospace Engineer,Data Scientist,India,Male,B.Tech,Contract,7.1,5226.93,LinkedIn,9.59,-3.9308056415674457,2023-01-29
"Wallace, Hughes and Haynes",Art Teacher,Aerospace Engineer,India,Male,B.Tech,Part time,0.7,10651.45,Naukri,8.17,-3.9308056415674457,2023-11-01
Anderson-Evans,Aerospace Engineer,Account Director,UK,Male,PhD,Intern,1.5,12186.06,Indeed,9.9,-26.85430197714004,2023-09-21
Bates-Juarez,Cloud Architect,Account Director,Germany,Male,B.Tech,Contract,4.2,19863.36,Naukri,8.74,-56.96839776870654,2023-09-09
Walsh-Smith,Cloud Architect,Aerospace Engineer,Australia,Female,B.Tech,Full time,3.5,12715.85,Naukri,4.93,-66.90707543854938,2023-10-04
"Wallace, Hughes and Haynes",UX Designer,Aerospace Engineer,USA,Female,B.Tech,Intern,7.9,13272.57,Indeed,5.8,66.92586787149776,2023-11-19
Bates-Juarez,Art Teacher,Art Teacher,UK,Male,M.Tech,Intern,7.2,10071.08,LinkedIn,8.09,-26.85430197714004,2023-12-16
"Cabrera, Lee and Caldwell",Data Scientist,Aerospace Engineer,Germany,Male,MBA,Full time,4.8,12666.94,LinkedIn,1.83,-56.96839776870654,2023-02-12
Leonard-Smith,Cloud Architect,Aerospace Engineer,India,Male,B.Tech,Intern,9.7,7552.0,LinkedIn,5.92,-3.9308056415674457,2023-04-14
"Pittman, Gutierrez and Munoz",Aerospace Engineer,Art Teacher,France,Male,MBA,Contract,3.0,8315.74,LinkedIn,1.56,51.174083616024376,2023-01-30
Walsh-Smith,Aerospace Engineer,Aerospace Engineer,USA,Female,B.Tech,Contract,6.0,12013.13,Monster,7.25,66.92586787149776,2023-01-30
"Allen, Williams and Spears",Cloud Architect,Art Teacher,Brazil,Male,MBA,Contract,7.5,12392.01,Monster,6.11,59.97537301382212,2023-07-21
Mccann Group,Cloud Architect,Account Director,Brazil,Male,B.Tech,Full time,2.5,18418.61,Monster,3.39,59.97537301382212,2023-06-06
Hayes-Miller,Cloud Architect,Account Director,Australia,Female,B.Tech,Part time,4.1,18442.1,Indeed,7.99,-66.90707543854938,2023-02-17
"Terry, Garcia and Rogers",Data Engineer,Account Director,Australia,Female,M.Tech,Full time,9.4,6276.43,Monster,1.0,-66.90707543854938,2023-08-28
"Cabrera, Lee and Caldwell",Data Engineer,Art Teacher,Germany,Female,B.Tech,Contract,5.3,10772.54,Indeed,7.11,-56.96839776870654,2023-04-18
"Byrd, Randall and Crosby",Cloud Architect,Aerospace Engineer,Germany,Female,PhD,Full time,4.3,17901.7,Indeed,9.45,-56.96839776870654,2023-03-16
"Humphrey, Nash and Lee",Account Director,Account Director,India,Female,PhD,Part time,3.9,19401.6,Naukri,1.18,-3.9308056415674457,2023-10-16
"Allen, Williams and Spears",Cloud Architect,Data Scientist,Australia,Female,M.Tech,Part time,2.1,7064.17,Naukri,9.71,-66.90707543854938,2023-10-10
"Hartman, Jones and Pace",UX Designer,Data Scientist,Australia,Male,B.Tech,Part time,6.7,18457.93,LinkedIn,3.09,-66.90707543854938,2023-05-08
Anderson-Evans,Account Director,Account Director,USA,Female,B.Tech,Part time,3.5,10689.76,Monster,8.19,66.92586787149776,2023-08-20
Anderson-Evans,Aerospace Engineer,Data Scientist,France,Female,B.Tech,Intern,3.4,11380.04,Monster,7.75,51.174083616024376,2023-11-04
"Nguyen, Mccormick and Ortiz",Cloud Architect,Aerospace Engineer,UK,Male,PhD,Full time,1.5,16784.65,Monster,0.8,-26.85430197714004,2023-06-02
"Hernandez, Henry and Roberts",Cloud Architect,Data Scientist,France,Female,B.Tech,Contract,7.4,8610.98,LinkedIn,8.27,51.174083616024376,2023-10-26
Williams-Lopez,Data Engineer,Aerospace Engineer,UK,Female,B.Tech,Contract,7.0,6767.02,LinkedIn,8.5,-26.85430197714004,2023-08-13
"Hutchinson, Snyder and Bennett",Data Scientist,Account Director,Brazil,Female,B.Tech,Contract,3.6,10263.04,Naukri,3.44,59.97537301382212,2023-04-25
Hayes-Miller,Cloud Architect,Art Teacher,Brazil,Male,B.Tech,Part time,8.2,13134.97,Monster,5.09,59.97537301382212,2023-12-25
Anderson-Evans,Aerospace Engineer,Data Scientist,Germany,Female,PhD,Full time,2.6,19170.8,Monster,4.5,-56.96839776870654,2023-05-19
"Anderson, Wong and Hall",Cloud Architect,Account Director,Germany,Male,PhD,Contract,3.3,10711.32,Naukri,3.72,-56.96839776870654,2023-02-27
Nelson LLC,Account Director,Data Scientist,Brazil,Female,M.Tech,Contract,6.9,16279.66,Monster,3.97,59.97537301382212,2023-04-21
"Galvan, Evans and Riddle",Aerospace Engineer,Account Director,UK,Female,B.Tech,Contract,9.5,16581.87,Monster,2.83,-26.85430197714004,2023-02-05
"Pittman, Gutierrez and Munoz",Cloud Architect,Art Teacher,India,Male,B.Tech,Part time,1.6,18464.45,Monster,7.57,-3.9308056415674457,2023-02-14
"Hartman, Jones and Pace",Data Scientist,Account Director,Brazil,Male,B.Tech,Part time,0.3,14855.67,Naukri,8.33,59.97537301382212,2023-02-10
Nelson LLC,Art Teacher,Art Teacher,Australia,Male,B.Tech,Contract,2.8,10117.52,Monster,5.64,-66.90707543854938,2023-02-08
"Bradley, Hernandez and Hancock",Data Engineer,Art Teacher,Australia,Male,B.Tech,Part time,1.0,15967.76,LinkedIn,3.46,-66.90707543854938,2023-07-16
Crawford-Morrison,UX Designer,Account Director,Brazil,Female,B.Tech,Intern,0.3,14508.22,LinkedIn,5.79,59.97537301382212,2023-04-02
Schultz-Adams,Art Teacher,Aerospace Engineer,Brazil,Male,M.Tech,Part time,4.4,6418.16,LinkedIn,6.43,59.97537301382212,2023-08-01
"Mullen, Hall and Torres",Account Director,Aerospace Engineer,Brazil,Male,PhD,Contract,1.9,16486.33,Naukri,2.26,59.97537301382212,2023-11-30
Anderson-Evans,Aerospace Engineer,Account Director,USA,Female,M.Tech,Part time,7.1,7558.61,Naukri,6.51,66.92586787149776,2023-02-10
"Hartman, Jones and Pace",UX Designer,Account Director,Brazil,Female,B.Tech,Intern,1.3,15856.8,Indeed,5.03,59.97537301382212,2023-08-09
Bates-Juarez,Account Director,Art Teacher,France,Male,B.Tech,Intern,6.5,5096.87,Naukri,5.19,51.174083616024376,2023-03-23
Bates-Juarez,Cloud Architect,Data Scientist,Germany,Male,B.Tech,Full time,3.4,13085.55,LinkedIn,9.26,-56.96839776870654,2023-11-24
"Terry, Garcia and Rogers",UX Designer,Data Scientist,UK,Male,PhD,Part time,7.4,10216.49,Naukri,4.31,-26.85430197714004,2023-08-31
Thomas-Johnson,UX Designer,Aerospace Engineer,Germany,Male,MBA,Intern,5.9,19166.21,LinkedIn,7.98,-56.96839776870654,2023-01-04
Thomas-Johnson,Aerospace Engineer,Aerospace Engineer,India,Female,M.Tech,Full time,0.3,18830.72,Naukri,3.42,-3.9308056415674457,2023-12-16
"Pittman, Gutierrez and Munoz",Cloud Architect,Art Teacher,Australia,Male,B.Tech,Part time,8.7,15876.49,LinkedIn,9.85,-66.90707543854938,2023-09-08
Leonard-Smith,Aerospace Engineer,Data Scientist,Germany,Female,B.Tech,Contract,2.6,17882.86,LinkedIn,0.75,-56.96839776870654,2023-02-16
Walsh-Smith,UX Designer,Data Scientist,France,Female,B.Tech,Intern,3.4,18083.58,LinkedIn,3.98,51.174083616024376,2023-12-04
Williams-Lopez,Data Scientist,Aerospace Engineer,Australia,Female,B.Tech,Intern,7.3,5550.71,Monster,5.07,-66.90707543854938,2023-12-17
Williams-Lopez,Data Scientist,Art Teacher,Brazil,Male,M.Tech,Full time,2.0,11279.79,Naukri,6.82,59.97537301382212,2023-03-05
Anderson-Evans,Account Director,Art Teacher,Germany,Female,B.Tech,Full time,6.6,6386.03,LinkedIn,9.97,-56.96839776870654,2023-02-11
Crawford-Morrison,Data Scientist,Data Scientist,UK,Male,M.Tech,Part time,3.0,15283.83,Monster,9.66,-26.85430197714004,2023-01-23
White Group,Account Director,Aerospace Engineer,France,Male,M.Tech,Contract,0.1,7540.15,Indeed,6.61,51.174083616024376,2023-03-02
"Wallace, Hughes and Haynes",Cloud Architect,Account Director,UK,Male,B.Tech,Full time,1.1,12751.21,Indeed,3.92,-26.85430197714004,2023-12-30
Leonard-Smith,Account Director,Aerospace Engineer,UK,Male,B.Tech,Full time,3.5,13539.79,Indeed,9.94,-26.85430197714004,2023-03-12
Graham Ltd,Cloud Architect,Art Teacher,Australia,Male,B.Tech,Part time,3.2,6202.31,LinkedIn,5.4,-66.90707543854938,2023-11-22
"Mullen, Hall and Torres",Cloud Architect,Data Scientist,UK,Female,B.Tech,Full time,7.8,13534.28,LinkedIn,7.06,-26.85430197714004,2023-10-19
"Allen, Williams and Spears",Data Engineer,Account Director,USA,Female,B.Tech,Contract,3.0,5224.19,LinkedIn,2.43,66.92586787149776,2023-10-31
Schultz-Adams,Data Engineer,Aerospace Engineer,USA,Female,B.Tech,Part time,8.6,16847.09,Monster,1.04,66.92586787149776,2023-04-18
Graham Ltd,Data Engineer,Account Director,Brazil,Female,B.Tech,Contract,1.2,9852.23,LinkedIn,1.31,59.97537301382212,2023-03-08
"Alvarado, Mcbride and Valenzuela",Account Director,Aerospace Engineer,France,Female,M.Tech,Full time,6.4,18068.55,Naukri,9.28,51.174083616024376,2023-02-04
"Nguyen, Mccormick and Ortiz",Account Director,Aerospace Engineer,Germany,Female,B.Tech,Intern,0.8,8050.14,LinkedIn,8.67,-56.96839776870654,2023-05-25
"Wallace, Hughes and Haynes",Data Scientist,Account Director,India,Male,B.Tech,Intern,0.8,10661.75,LinkedIn,8.13,-3.9308056415674457,2023-09-06
"Bradley, Hernandez and Hancock",UX Designer,Data Scientist,France,Male,M.Tech,Part time,1.1,14208.69,Indeed,9.93,51.174083616024376,2023-09-06
"Humphrey, Nash and Lee",Data Engineer,Account Director,Germany,Female,MBA,Full time,9.7,5824.71,Monster,7.48,-56.96839776870654,2023-05-31
Crawford-Morrison,Aerospace Engineer,Data Scientist,USA,Female,B.Tech,Contract,2.9,16908.31,Indeed,2.14,66.92586787149776,2023-08-28
"Bradley, Hernandez and Hancock",UX Designer,Account Director,UK,Female,M.Tech,Intern,5.1,11237.02,Naukri,7.24,-26.85430197714004,2023-12-21
"Hernandez, Henry and Roberts",Art Teacher,Account Director,UK,Female,B.Tech,Intern,2.9,14665.37,Monster,9.87,-26.85430197714004,2023-08-24
Schultz-Adams,Art Teacher,Art Teacher,Germany,Male,B.Tech,Intern,2.8,13369.1,Naukri,4.65,-56.96839776870654,2023-05-08
Graham Ltd,Data Engineer,Data Scientist,USA,Male,B.Tech,Part time,1.6,8296.48,Monster,4.41,66.92586787149776,2023-07-22
Nelson LLC,Data Scientist,Account Director,USA,Female,B.Tech,Full time,8.6,13097.71,Monster,2.6,66.92586787149776,2023-01-24
"Alvarado, Mcbride and Valenzuela",Art Teacher,Account Director,Brazil,Male,B.Tech,Intern,0.8,17749.47,Naukri,2.92,59.97537301382212,2023-08-06
Hayes-Miller,Aerospace Engineer,Art Teacher,France,Male,B.Tech,Part time,1.8,18639.0,Naukri,9.75,51.174083616024376,2023-03-22
White Group,UX Designer,Aerospace Engineer,Germany,Female,B.Tech,Full time,5.3,15129.58,LinkedIn,2.92,-56.96839776870654,2023-03-12
"Anderson, Wong and Hall",UX Designer,Data Scientist,Australia,Male,B.Tech,Intern,9.6,8839.66,Indeed,9.19,-66.90707543854938,2023-01-19
White Group,Account Director,Aerospace Engineer,UK,Female,M.Tech,Contract,9.8,7990.59,Monster,1.87,-26.85430197714004,2023-08-02
Williams-Lopez,Art Teacher,Account Director,Brazil,Male,B.Tech,Part time,8.0,7286.73,LinkedIn,1.65,59.97537301382212,2023-01-05
Thomas-Johnson,Data Scientist,Art Teacher,Germany,Male,PhD,Part time,7.1,6867.71,Naukri,0.5,-56.96839776870654,2023-02-12
Walsh-Smith,Data Engineer,Art Teacher,India,Female,MBA,Intern,6.2,16121.14,Naukri,8.74,-3.9308056415674457,2023-08-26
"Pittman, Gutierrez and Munoz",Art Teacher,Art Teacher,UK,Male,M.Tech,Full time,3.7,5935.76,Naukri,5.37,-26.85430197714004,2023-11-20
Bates-Juarez,Account Director,Aerospace Engineer,Australia,Female,M.Tech,Contract,8.9,18662.61,Monster,0.82,-66.90707543854938,2023-02-27
Walsh-Smith,Data Engineer,Art Teacher,Australia,Female,B.Tech,Full time,7.9,14793.83,Monster,8.91,-66.90707543854938,2023-11-25
"Hernandez, Henry and Roberts",Art Teacher,Art Teacher,Germany,Male,B.Tech,Intern,1.7,16955.43,Naukri,0.96,-56.96839776870654,2023-06-27
"Byrd, Randall and Crosby",Data Scientist,Account Director,France,Male,B.Tech,Intern,5.7,11410.74,Indeed,6.55,51.174083616024376,2023-04-07
Bates-Juarez,UX Designer,Account Director,USA,Female,M.Tech,Contract,4.2,5432.42,LinkedIn,4.18,66.92586787149776,2023-05-29
Anderson-Evans,Data Engineer,Art Teacher,Germany,Female,B.Tech,Contract,9.1,10599.97,Indeed,6.96,-56.96839776870654,2023-01-22
Nelson LLC,Data Scientist,Art Teacher,Germany,Female,B.Tech,Intern,9.3,13374.01,Naukri,9.92,-56.96839776870654,2023-03-08
"Humphrey, Nash and Lee",Data Scientist,Aerospace Engineer,Australia,Female,B.Tech,Contract,4.6,14254.3,Naukri,4.75,-66.90707543854938,2023-02-08
"Wallace, Hughes and Haynes",Cloud Architect,Art Teacher,USA,Male,B.Tech,Contract,9.5,15794.53,Indeed,8.47,66.92586787149776,2023-04-16
Bates-Juarez,Account Director,Account Director,Australia,Male,B.Tech,Intern,2.3,10995.49,LinkedIn,5.47,-66.90707543854938,2023-02-20
Thomas-Johnson,Data Scientist,Account Director,USA,Female,B.Tech,Contract,3.4,14031.35,Monster,7.45,66.92586787149776,2023-05-26
Nelson LLC,Data Engineer,Aerospace Engineer,Australia,Male,M.Tech,Full time,9.6,17877.19,Indeed,3.35,-66.90707543854938,2023-09-10
"Cabrera, Lee and Caldwell",Data Engineer,Account Director,Brazil,Male,B.Tech,Full time,5.8,17033.67,Indeed,2.92,59.97537301382212,2023-10-08
